# Playas rev. 1.5 (2024-03-124)
,Identificador,Tramo,Nombre,Longitud,Anchura,Direccion,ID_Municipio,Municipio,geometry
320,M01-006_15,M01-006,"15.Playa del Padrón",1841.65631,25,S,29051,Estepona,"LINESTRING (310580.5464479543 4033958.714896729, 310596.2219746402 4033972.46310456, 310605.93577736657 4033980.835919867, 310631.6785728753 4033995.096371546, 310660.8202292451 4034009.8558510486, 310676.79983282 4034016.321780159, 310741.02544931107 4034034.9855495556, 310764.1942554282 4034038.5080883014, 310800.9032370226 4034046.215172739, 310840.7344933556 4034049.5558587536, 310870.2867157963 4034059.063965104, 310902.51446864236 4034078.953582369, 310936.4752160283 4034105.528956739, 310964.06873882964 4034117.3269838714, 310985.92576703615 4034133.1030567493, 311004.61655136204 4034135.660890133, 311009.96781877225 4034136.501187624, 311013.62972459645 4034137.657578937, 311056.33722924866 4034168.342944172, 311101.24375856604 4034212.9924976425, 311173.96792335465 4034292.911986156, 311230.5026097628 4034343.536228076, 311301.11376741674 4034385.233884672, 311316.2294911622 4034416.0654215435, 311387.16130182607 4034499.9933251897, 311467.8034288719 4034572.2287188843, 311531.42132696277 4034638.801476636, 311568.42584897537 4034665.526964756, 311621.8768252158 4034693.7943079607, 311728.70724136394 4034743.1495846896, 311745.03026358364 4034750.9586051814, 311855.0824066496 4034813.8020286523, 311926.00774050714 4034841.5554201617, 312024.8973426829 4034853.4195650523, 312081.22115228226 4034870.3367150608, 312081.22115228226 4034870.3367150608, 312081.22115228226 4034870.3367150608, 312081.22115228226 4034870.3367150608)"
321,M01-007_16,M01-007,"16.Playa del Castor o del Velerín",2711.58918,30,S,29051,Estepona,"LINESTRING (312175.01733655063 4034961.3061650074, 312404.2397923511 4035189.5007174187, 312624.21111764834 4035388.913974931, 312793.8151768728 4035536.418111287, 312955.70996067807 4035662.8502281643, 312974.4233120151 4035679.826347394, 313086.2536911115 4035755.8754848903, 313182.8766097 4035808.2985577406, 313310.3366299657 4035870.4867127896, 313440.2002449331 4035932.2240294414, 313516.5341179164 4035955.9998448603, 313557.0801415727 4035964.6246884083, 313579.6473179465 4035969.6793898516, 313601.2332891205 4035966.081727989, 313649.5447484148 4035962.9980178215, 313694.50382882287 4035974.2701085107, 313737.221202737 4035987.6955688833, 313999.2085716515 4036069.289652663, 314097.5018332476 4036086.250058585, 314198.7503170876 4036099.8697784916, 314268.90472340316 4036100.383730186, 314324.1545305748 4036098.8418751024, 314376.577603426 4036092.160503072, 314458.0389470233 4036090.104696294, 314514.83060927875 4036085.4791310425, 314590.12121702766 4036071.385306639, 314631.0094877898 4036054.7585832034, 314721.8431356806 4035981.0962295765, 314762.27231732564 4035933.037952386, 314797.9652272982 4035908.7691284344, 314812.789061031 4035879.680088409)"
322,M01-008_17,M01-008,"17.Playa Bella/Guadalmansa",2558.89873,40,S,29051,Estepona,"LINESTRING (314840.43052895117 4035856.4655819116, 314851.40472529305 4035857.348822593, 314896.12886792584 4035865.1102360315, 314953.3652014792 4035867.5384975187, 314996.0821273285 4035868.398784028, 315037.3267508218 4035863.7732187766, 315072.0632877846 4035856.784027021, 315102.85559188575 4035854.0081365793, 315229.02948033734 4035849.5701467744, 315274.51545788883 4035851.695353953, 315320.77111040463 4035848.9971075566, 315365.22793198924 4035843.472126839, 315434.51925810205 4035857.4607479977, 315463.55911863793 4035863.151910985, 315517.2474080616 4035884.15081615, 315574.09386106674 4035898.039225278, 315656.43749125674 4035974.14800798, 315791.4397184445 4036053.1455592304, 315827.47462757095 4036070.0315419384, 315881.0657830208 4036095.1440251465, 315922.0661201308 4036102.143624094, 316002.7850091649 4036090.0404523346, 316065.8520482034 4036079.2709392104, 316115.2821523029 4036078.050442813, 316141.5228248496 4036079.2709392104, 316186.26576414413 4036096.20787267, 316258.219001391 4036139.3798150183, 316322.97691491304 4036190.2610327858, 316388.7627318244 4036236.002733607, 316468.4252444905 4036284.828144596, 316650.8780960805 4036441.0694597606, 316775.2544061785 4036532.5528614027, 316891.4074891626 4036612.7293257634, 316974.66766369104 4036668.2361087822, 317074.3742924473 4036745.3288629754)"
323,M01-008_18,M01-008,"18.Playa del Saladillo",1400.63186,40,S,29051,Estepona,"LINESTRING (317115.4904280169 4036776.165964653, 317307.7083618049 4036895.402757804, 317393.0243431118 4036938.574700152, 317535.9029142161 4036981.7466425, 317690.08842260204 4037019.7790679024, 317930.6178156841 4037052.6719763577, 318153.6728511491 4037077.3416576996)"
324,M01-009_19,M01-009,"19.Playa de Casasola",1448.07835,15,S,29051,Estepona,"LINESTRING (318411.7744728032 4037022.8845535936, 318460.4517893259 4036975.734613706, 318505.0214035698 4036954.906458802, 318545.3040424492 4036956.0490577696, 318671.8902797741 4036952.679956963, 318759.62189910567 4036970.439705219, 318834.89097576507 4036991.435009178, 318874.2331270059 4036999.2210001177, 318940.01894391724 4037018.23721282, 319003.74895405007 4037031.59995688, 319149.1972836275 4037069.1184305865, 319286.9363377857 4037079.9114161734, 319374.82207756565 4037068.0905271973, 319436.49628092005 4037053.1859280537, 319494.57282241207 4037030.57205349, 319537.7447647601 4037007.4442272326, 319580.40275541355 4036984.059425127, 319631.7979248755 4036958.3618403967, 319668.03151934623 4036935.490989986, 319668.03151934623 4036935.490989986, 319676.3704151037 4036920.676034461, 319681.4772631649 4036906.328223241, 319708.47060291696 4036898.303176288, 319731.8161940539 4036874.228035428, 319740.8048905494 4036838.8343497473, 319756.37770139595 4036823.889104539, 319777.95988179464 4036809.333463489)"
325,M01-009_20,M01-009,"20.Playa de Guadalmina",989.786543,25,S,29069,Marbella,"LINESTRING (320257.7910889227 4036793.1263705743, 320310.8920423543 4036822.3181020534, 320357.5312973149 4036860.054721781, 320390.1225698832 4036907.538066271, 320397.492955091 4036916.1368490136, 320407.3201353681 4036921.6646379195, 320412.5408248903 4036927.4995262087, 320422.1948028458 4036931.0814112714, 320432.24423623766 4036934.968164828, 320437.6407290311 4036939.2082663085, 320442.6517580537 4036942.6774402475, 320446.3217570928 4036946.539687996, 320448.2808667754 4036949.1906190445, 320455.1782574707 4036956.219305852, 320459.77410490834 4036959.6467196313, 320462.8430257311 4036964.0471610534, 320468.37081463693 4036970.1891487264, 320471.764432377 4036974.3882930246, 320478.2135194338 4036982.065777616, 320485.0862258684 4036989.0704541486, 320494.5943322188 4037003.0756378276, 320499.47687331756 4037006.223591957, 320500.440532745 4037007.171190394, 320501.53268009605 4037007.8136300123, 320513.49811798637 4037015.442600479, 320517.9782472267 4037019.0798083474, 320520.1299760175 4037025.552151005, 320523.21368618525 4037029.406788714, 320524.9222706953 4037035.2942180624, 320530.1429602175 4037043.2788020377, 320533.93679747253 4037048.4213598655, 320538.05597281415 4037052.2354111075, 320541.7174620067 4037054.066155704, 320547.5148198949 4037059.1007033437, 320553.9224259819 4037061.6942581884, 320557.8572426009 4037065.134461984, 320561.1350156814 4037066.80564796, 320564.9068935596 4037069.322360673, 320569.3311930006 4037073.899222164, 320576.19648523664 4037080.61195235, 320583.5194636218 4037087.629806636, 320592.3680625038 4037092.511792226, 320598.7756685908 4037101.055267009, 320607.8560328974 4037117.901144078, 320639.05204970896 4037159.028845892, 320683.0953818939 4037191.2978967726, 320747.2791530786 4037238.5912018563, 320817.91201132024 4037269.9153389893)"
326,M01-009_21,M01-009,"21.Linda Vista",436.339094,30,S,29069,Marbella,"LINESTRING (321198.30121041206 4037510.0690720086, 321063.4870890225 4037435.070791379, 320978.39954775077 4037397.9190272177, 320920.98664858454 4037361.4431958837, 320856.9725507916 4037301.085743774, 320841.59736262885 4037287.086196457, 320831.15238724224 4037280.352577074)"
327,M01-009_22,M01-009,"22.Playa de San Pedro de Alcántara",1718.8123,35,S,29069,Marbella,"LINESTRING (321221.42590544524 4037529.199607835, 321322.80343128846 4037613.06701528, 321412.95226522075 4037669.3643075163, 321465.1955566227 4037713.19348853, 321556.30717556167 4037794.063639642, 321622.93698658573 4037830.0719121518, 321626.6206313423 4037832.06266093, 321688.6219143919 4037899.061814313, 321792.79900474596 4038001.1189714815, 321893.1050762506 4038073.8939935663, 321966.0030571296 4038121.501929876, 322020.43660859263 4038155.355337164, 322111.4060585403 4038215.4876854345, 322184.64417502366 4038270.4805167587, 322287.84321120434 4038348.7554737837, 322314.86795696634 4038381.9222072186, 322350.1366206913 4038402.3091264283, 322372.60264109424 4038426.1445184657, 322562.39867056935 4038592.4712534375, 322593.89295382303 4038609.4126550546, 322600.0485296111 4038616.9361365736)"
328,M01-009_23,M01-009,"23.Playa Cortijo Blanco",727.573106,25,S,29069,Marbella,"LINESTRING (322612.7659366421 4038623.308355115, 322802.5417782169 4038739.3858897984, 322846.7640894638 4038761.8041448053, 322898.9709846859 4038788.8288905676, 322955.1701718955 4038805.412257285, 322992.9433960855 4038810.3258474236, 323009.27966904134 4038815.012337208, 323035.12261688506 4038819.7273485353, 323035.12261688506 4038819.7273485353, 323035.12261688506 4038819.7273485353, 323035.12261688506 4038819.7273485353, 323036.48698687536 4038819.6057804786, 323054.62660683016 4038822.484884823, 323070.3387989332 4038823.4563065106, 323082.62277427956 4038821.920809592, 323090.2218944837 4038821.8205625196, 323099.1277766098 4038819.36376745, 323099.1277766098 4038819.36376745, 323103.3678780904 4038818.721327832, 323116.8802509714 4038817.4929302973, 323171.0610386077 4038816.4678350966, 323187.95150470897 4038812.7826424926, 323203.77666021575 4038814.650671457, 323217.5961324805 4038814.343572073, 323226.5527479418 4038812.28196883, 323226.5527479418 4038812.28196883, 323240.29960418586 4038810.8715899447, 323246.7486912427 4038809.950291794, 323263.5205775627 4038807.929084033, 323289.64031845634 4038812.8922864664, 323321.57151239645 4038807.919147266)"
329,M01-010_24,M01-010,"24.Playa Ventura Mar",359.154,30,S,29069,Marbella,"LINESTRING (323369.54235635 4038822.8645740654, 323423.28835404484 4038849.0821339167, 323459.9929378364 4038899.55093663, 323510.4617405498 4038970.9937872244, 323598.2905660511 4039066.0324416845, 323616.64285794686 4039075.2085876325)"
330,M01-010_25,M01-010,"25.Playa Nueva Andalucía",1900.70369,30,S,29069,Marbella,"LINESTRING (323777.8636622138 4039152.6715706484, 323807.1555757554 4039184.404476985, 323888.92883439234 4039212.475894129, 323931.6462083072 4039239.326814875, 323965.4867968813 4039277.568862364, 323995.80994686385 4039302.367031629, 324030.20129021694 4039318.0869731037, 324082.9877616055 4039334.525533885, 324124.48463912273 4039333.3050374873, 324187.95045179623 4039343.069008668, 324219.68335813296 4039387.0068789804, 324269.11346223444 4039414.468047926, 324328.9177857152 4039422.4012745107, 324392.3835983887 4039430.3345010947, 324447.916184478 4039506.0052777436, 324499.1770331758 4039532.85619849, 324554.70961926505 4039542.009921472, 324595.2911222685 4039541.43781385, 324664.8594169271 4039538.9968210547, 324722.52787393035 4039555.740505944, 324789.35004947404 4039543.878806645)"
331,M01-011_26,M01-011,"26.Playa de Río Verde/Puerto Banús",1659.45254,40,S,29069,Marbella,"LINESTRING (326541.1696748822 4041045.395161699, 326530.1140970705 4041041.709969095, 326510.4597365163 4041033.72538512, 326489.5769784275 4041021.4414097737, 326440.441077042 4040988.2746763383, 326415.8731263493 4040971.0771108535, 326398.06136209704 4040960.6357318093, 326359.9877421147 4040935.705517126, 326340.9408767365 4040925.626402072, 326285.72172224213 4040890.4777679993, 326251.53984447714 4040863.1985139945, 326213.28612425196 4040830.4806128107, 326197.75791275845 4040817.199415461, 326186.932998453 4040810.3817466134, 326153.89311257226 4040778.179322726, 326127.00409295195 4040756.7757703625, 326116.05190855905 4040744.8789242585, 326097.1014503168 4040726.2702015694, 326074.74455160083 4040700.315640991, 326060.86785584607 4040684.897090153, 326028.23192323773 4040651.233254155, 326023.60635798617 4040645.322809667, 326017.43893765076 4040636.8426067056, 325997.3948215606 4040612.686877059, 325977.8646571651 4040597.7822779147, 325950.3104607222 4040589.6596763483, 325938.6406841432 4040576.1473034676, 325914.6485987267 4040542.2754948954, 325826.24890725216 4040432.8037839415, 325774.3397860956 4040376.1406096104, 325766.3456702707 4040367.3626408186, 325764.79822673707 4040360.2715080804, 325759.79724755196 4040357.0345314927, 325755.83063426 4040353.983290499, 325731.6817954421 4040338.8791117505, 325706.4981624058 4040318.064068118, 325623.2379878774 4040233.005062659, 325531.24063454045 4040124.561255094, 325464.4269142398 4040035.9045877717, 325454.63870928425 4040021.32053671, 325450.71169105463 4040002.0511712283, 325452.83246576914 4039960.4426674997, 325469.80045845517 4039920.3374405233, 325484.5311179175 4039916.818658714)"
332,M01-011_27,M01-011,"27.Playa Ancón",611.442709,15,S,29069,Marbella,"LINESTRING (327145.68542402674 4041168.6709002634, 327125.66896747815 4041167.533690739, 327064.101563744 4041162.7436782243, 327020.28718177765 4041159.916943904, 326976.1197175261 4041163.430604104, 326890.77135473344 4041169.0395864835, 326788.0775793441 4041167.620716395, 326684.99639814097 4041135.675400866, 326621.58956845576 4041105.676064731, 326607.37058661313 4041090.6762324814, 326593.3765701043 4041085.9322803416, 326575.564805852 4041074.87670253, 326563.28083050565 4041060.7501308816)"
333,M01-012_28,M01-012,"28.Playa Nagueles",2892.02644,40,S,29069,Marbella,"LINESTRING (330458.0527571422 4041824.3895777776, 330403.0991822172 4041852.698080792, 330344.25363685115 4041873.704359596, 330337.07444300683 4041875.3377028145, 330272.31652948476 4041879.9632680654, 330126.3542482127 4041867.6284273947, 330018.17509445804 4041853.166572633, 329900.47247842734 4041833.193663855, 329795.8833085722 4041815.4623303907, 329745.42664168554 4041790.9235766362, 329697.9755107472 4041788.479866423, 329590.045654877 4041790.0217215074, 329420.9555473471 4041798.758900316, 329325.36053214775 4041797.2170452313, 329199.44236696593 4041778.20083253, 329033.84284949175 4041757.109474171, 328917.73852903926 4041757.2532708393, 328793.86354422 4041757.2544273245, 328718.3835808018 4041748.3916342426, 328669.88301468734 4041725.9761380926, 328566.38194228604 4041680.9772007708, 328505.3751689146 4041650.9000350875, 328411.97422511 4041600.9790150826, 328395.9966101572 4041589.129389907, 328356.6922804875 4041559.9796200865, 328306.9351384253 4041526.09742602, 328290.42189892486 4041512.856409031, 328267.90492046735 4041496.8122797264, 328253.2572971707 4041487.304173376, 328232.6992293859 4041477.0251394836, 328158.176233666 4041441.3054967076, 328085.70904472464 4041397.1056509702, 328039.19641636155 4041383.2289552153, 327931.645178808 4041333.627288544, 327872.1443381951 4041300.6277181357, 327858.0805237272 4041283.022162597, 327839.12747810985 4041250.4966445607, 327834.3398080525 4041218.3508598898)"
334,M01-012_29,M01-012,"29.El Faro",276.308158,30,S,29069,Marbella,"LINESTRING (330703.22541963146 4041756.6177313817, 330702.8294809226 4041779.07317116, 330688.71801918244 4041805.7776802178, 330666.9692284575 4041825.3106135316, 330636.4371533387 4041837.8038543593, 330611.9336657418 4041832.728152646, 330604.06227326085 4041822.177523265, 330580.0237251843 4041820.1202071197, 330569.8945606696 4041823.942533352, 330548.30858949554 4041825.2274125884, 330526.9156499201 4041823.6555873714, 330496.9134200336 4041824.4564850465, 330473.2379348265 4041807.876214147)"
335,M01-013_30,M01-013,"30.Playa de Venus",783.384117,50,S,29069,Marbella,"LINESTRING (331543.1955717356 4041817.720590493, 331535.674038822 4041821.051555069, 331467.83241513214 4041830.816637267, 331388.6838541607 4041815.9120381232, 331293.18781464035 4041777.1186513165, 331208.28680934914 4041785.074936446, 331167.17067377956 4041789.186550003, 331115.26155262295 4041783.533081362, 331067.8562155817 4041772.4278995325, 331030.9734747053 4041762.461061883, 330957.3728884765 4041732.636950371, 330939.61767890566 4041727.800547266)"
336,M01-013_31,M01-013,"31.Playa de la Bajadilla",441.115978,40,S,29069,Marbella,"LINESTRING (331914.01233572746 4041852.093145255, 331910.441399364 4041855.3682383387, 331888.6789440077 4041871.4193443363, 331872.6410002971 4041878.7818077737, 331827.5986013661 4041894.5466473997, 331756.93024335586 4041900.20011604, 331674.954948064 4041890.4350338425, 331588.24894225545 4041860.1231781533)"
337,M01-013_32,M01-013,"32.Playa el Cable",484.667111,50,S,29069,Marbella,"LINESTRING (332328.9584794678 4041772.4831199273, 332574.1134378014 4041827.989902946, 332806.4196037696 4041849.57587412)"
338,M01-013_33,M01-013,"33.Playa el Pinillo",2273.38905,15,S,29069,Marbella,"LINESTRING (334986.0887406523 4041300.1615125714, 334877.6895436908 4041372.1489059115, 334830.39623860735 4041409.0008319505, 334739.49482104427 4041459.3651308706, 334643.67981334263 4041506.0442371867, 334540.4944204332 4041544.1245607603, 334357.4631877724 4041600.6308473535, 334262.4447546276 4041633.716162379, 334116.69727098366 4041682.9334821743, 333963.3248683588 4041727.769322494, 333804.6842971861 4041761.5509243906, 333579.07920838543 4041792.930202376, 333386.49286752276 4041829.668514497, 333081.15814928536 4041863.5079197655, 332898.86287277367 4041851.089433188, 332882.52745664335 4041844.6486005387, 332819.068922922 4041842.1108999033)"
339,M01-014_34,M01-014,"34.Playa Pino Real",613.844879,30,S,29069,Marbella,"LINESTRING (335640.22075997974 4041172.316028534, 335597.0488176317 4041181.567159037, 335544.62574478047 4041194.415951403, 335458.28186008433 4041218.057729355, 335382.15845605585 4041233.541253651, 335305.49822019745 4041256.3098972104, 335203.6187954002 4041279.2179810144, 335158.13407042634 4041288.726087365, 335092.348253515 4041298.74814541, 335041.3389683542 4041295.572113262)"
340,M01-014_35,M01-014,"35.Playa Realejo/ Los Monteros",1225.32981,40,S,29069,Marbella,"LINESTRING (336922.2732622089 4040890.4135240354, 336843.46023079054 4040916.8721042066, 336759.0972625073 4040939.2383212126, 336713.98668912036 4040947.8366086823, 336655.01838100655 4040960.567930351, 336547.60247683106 4040985.751563387, 336447.3818963802 4041009.393341339, 336307.073083749 4041036.632781154, 336219.4443198163 4041054.6210904657, 336158.79801985115 4041062.330365885, 335912.9663991094 4041111.7155805863, 335864.5606746813 4041119.379003988, 335725.793717134 4041149.9591298173)"
341,M01-014_36,M01-014,"36.La Adelfa",605.153689,40,S,29069,Marbella,"LINESTRING (337668.33158820204 4040740.770413851, 337631.8541020506 4040754.8750418294, 337578.8963116176 4040767.673473891, 337459.4099282938 4040792.552093785, 337406.4157585408 4040803.5556876427, 337334.2055454467 4040818.460286787, 337271.1660084337 4040833.143895287, 337218.80997536576 4040838.3059568354, 337140.18878072774 4040851.8671469376, 337051.9476652099 4040860.4658545665, 336983.72238328174 4040873.55579768, 336947.536461849 4040881.8166936366)"
342,M01-014_37,M01-014,"37.Los Monteros",1142.04879,10,S,29069,Marbella,"LINESTRING (337698.48631008726 4040734.4476495846, 337709.1863726917 4040732.0158171747, 337757.2318583601 4040725.6674759113, 337872.0559938663 4040685.34679788, 338022.12988869526 4040647.314372478, 338120.29466236767 4040624.7004979146, 338299.0920826052 4040566.284463139, 338444.73905282887 4040522.351851108, 338646.5811976584 4040463.833617499, 338848.56421364396 4040391.880380252)"
343,M01-014_38,M01-014,"38.Playa el Alicate",958.040403,25,S,29069,Marbella,"LINESTRING (338866.29633865465 4040382.674691761, 339281.8254922084 4040258.2529396517, 339403.11809213867 4040223.818176112, 339510.75902601203 4040198.8588148314, 339782.92839446274 4040105.6092863497)"
344,M01-014_39,M01-014,"39.Playa Costabella",515.153477,15,S,29069,Marbella,"LINESTRING (339791.6655732711 4040102.5255761817, 340109.2877205462 4039997.6794304796, 340282.01040207077 4039944.670396583)"
345,M01-014_40,M01-014,"40.Playa Pinomar",721.607454,25,S,29069,Marbella,"LINESTRING (340294.29447741626 4039948.3554891855, 340408.33318888774 4039909.547186998, 340527.70400425023 4039877.18910626, 340667.1271244314 4039826.82480734, 340825.5904063995 4039782.602496093, 340982.21109206567 4039731.6239984054)"
346,M01-014_41,M01-014,"41.Playa Real de Zaragoza",886.562174,30,S,29069,Marbella,"LINESTRING (340992.3365409971 4039721.9089812143, 341110.27398856444 4039684.659938476, 341212.2967602358 4039648.0707979435, 341299.08605054236 4039623.7543962286, 341376.6925994785 4039602.4505773154, 341511.6336769552 4039563.8500127723, 341583.558156563 4039545.6589150596, 341729.8009133815 4039508.628232585, 341780.91560729704 4039494.7776972926, 341846.44444836106 4039494.7776972926)"
347,M01-015_42,M01-015,"42.Playa de la Víbora",986.988392,30,S,29069,Marbella,"LINESTRING (341917.789364383 4039472.4321185965, 341991.4932164611 4039448.4783666716, 342065.8112673066 4039432.509198721, 342142.52870897454 4039408.443265111, 342196.5285372413 4039384.4429481337, 342265.42586668493 4039367.4041293855, 342336.05872492655 4039336.6941910195, 342399.93539672764 4039338.5367873213, 342461.96947222674 4039330.552203346, 342503.01773823786 4039318.749241884, 342534.7161976019 4039295.4401907367, 342624.732145566 4039261.1477426393, 342738.2197520307 4039250.9616663866, 342782.60746011103 4039247.3099563317, 342824.23754737526 4039229.8355987146, 342860.7281176933 4039221.098419906)"
348,M01-015_43,M01-015,"43.Playa de las Chapas",297.344899,25,S,29069,Marbella,"LINESTRING (342871.029928252 4039222.822397636, 342912.7916990204 4039219.458638993, 342945.5301545375 4039216.821757832, 342985.5433602313 4039205.755132306, 343014.6566502319 4039187.177608062, 343073.5758349515 4039189.1732980697, 343160.43644884566 4039177.820061957)"
349,M01-015_44,M01-015,"44.Playa Artola",664.442535,30,S,29069,Marbella,"LINESTRING (343186.7240176623 4039176.3883127486, 343326.1471378435 4039168.403728774, 343455.81700676406 4039181.4935977384, 343512.29265388806 4039183.4462977443, 343555.37074028846 4039181.6197239347, 343580.73226566863 4039177.258111343, 343641.16376597364 4039155.9550426127, 343672.25784349814 4039145.804496644, 343709.7763172054 4039126.788283943, 343740.35644303536 4039113.29705196, 343771.6289592763 4039100.3215047643, 343784.62902056455 4039091.321411062, 343798.1760086801 4039084.3872691384, 343837.4413653803 4039050.4846725003, 343913.76358381636 4039056.483286617, 344006.6595818821 4039053.565087725, 344063.0780937964 4039037.028627336, 344085.4509519693 4039008.819371379)"
350,M01-016_45,M01-016,"45.Playa Calahonda",1301.38726,20,S,29070,Mijas,"LINESTRING (346134.63453233865 4039362.650987048, 346085.51151765464 4039349.5190920336, 346032.01120463246 4039318.878003666, 345962.0604909917 4039293.9286006056, 345884.8853438215 4039294.3164963243, 345809.93484788167 4039293.570710705, 345746.6356713075 4039278.6311772796, 345720.97983938095 4039281.670967792, 345613.69513863296 4039312.994485839, 345581.1494758003 4039327.1462338613, 345537.0649601737 4039315.0743678915, 345450.2094870735 4039315.986751523, 345398.30036591686 4039320.09836508, 345364.8935057666 4039318.0425583017, 345307.33091596916 4039334.489012529, 345250.2822778663 4039322.668123553, 345220.4730795784 4039324.209978637, 345177.81508892495 4039320.09836508, 345112.5432237082 4039333.46110914, 345065.77361949784 4039343.2261913377, 345006.6691746166 4039342.1982879485, 344940.3694060106 4039333.9750608345, 344873.55568571005 4039314.9588481337, 344824.2163230265 4039293.8868286544, 344759.0729457333 4039278.0828140457, 344710.7614864391 4039268.317731848, 344666.0476890072 4039254.954987788, 344601.7000572805 4039248.8378633065, 344593.52453026734 4039248.261333913, 344545.7829924662 4039241.592243729, 344458.92515607557 4039213.1964126006, 344385.5682927468 4039195.834775947, 344365.8245367835 4039187.322980139, 344357.9984929584 4039184.40995306, 344353.0746013668 4039181.548966134, 344316.6776736519 4039164.8675123686, 344289.20088727924 4039152.2849400328, 344236.8803279841 4039124.2296472564, 344224.0490003057 4039116.630526284, 344211.8428788871 4039107.5793393557, 344204.39057931514 4039100.897967326, 344202.4632604603 4039095.7584503796)"
351,M01-016_46,M01-016,"46.El Bombo",1187.71134,20,S,29070,Mijas,"LINESTRING (347740.8543276343 4039599.571263431, 347722.5508705296 4039607.4462162424, 347690.4342293561 4039613.1818327787, 347674.0212764852 4039611.6805740357, 347630.10177028325 4039615.622730226, 347606.9611126571 4039623.919965472, 347524.04216277105 4039668.975724138, 347440.3575807238 4039694.464972982, 347403.35210499295 4039701.5282588066, 347379.1448838414 4039699.761890139, 347339.6289828837 4039699.839212196, 347308.11883190734 4039695.8306081407, 347284.9294003545 4039687.8973815567, 347269.06294718676 4039679.353906774, 347253.8067422178 4039675.0821693824, 347245.96367086767 4039671.4325192077, 347233.97367575805 4039665.3181982026, 347226.95582147234 4039662.2669572085, 347218.1072225903 4039659.520840314, 347212.02918897336 4039658.0736960187, 347190.0358054474 4039654.6388547244, 347178.15613589645 4039650.189543527, 347165.6571820408 4039647.3252175907, 347089.6499767515 4039605.208750624, 347021.3021784904 4039562.1862526117, 346991.0255460513 4039547.187461502, 346929.08314477676 4039509.8177208193, 346906.9624721989 4039492.9951409716, 346870.43105913553 4039478.188716512, 346845.0739308975 4039469.2770484625, 346798.0102661331 4039463.590857476, 346779.33705898 4039455.189432028, 346776.20822815166 4039451.8873650534, 346748.3347119157 4039435.8761983598, 346724.2873681339 4039403.999745198, 346692.83626769733 4039373.1903272625, 346677.3361779172 4039366.190572414)"
352,M01-017_47,M01-017,"47.Playa de la Butibamba",2848.00329,20,S,29070,Mijas,"LINESTRING (348618.87293087435 4040003.1956438683, 348634.6959607217 4040040.4566527326, 348664.86590197904 4040085.3854841874, 348703.0097623223 4040130.6001874944, 348756.4607385628 4040193.8162459326, 348809.3977631086 4040256.518352676, 348832.0116376719 4040273.4787585987, 348865.9324495168 4040306.371667054, 348896.769551194 4040350.5715127913, 348925.5508460927 4040375.755145828, 348951.76238251827 4040405.5643441156, 348990.8227113094 4040441.0270110443, 349028.3411850167 4040486.254760171, 349059.69223838847 4040527.3708957406, 349097.2107120957 4040553.0684804716, 349137.29894427606 4040576.7102584243, 349169.1639493425 4040608.5752634904, 349210.79403660673 4040627.5914761913, 349271.44033657183 4040669.221563456, 349319.75179586606 4040721.6446363074, 349361.8958348249 4040761.7328684875, 349419.972376317 4040791.5420667753, 349509.91392287536 4040869.6627243576, 349613.73216518865 4040964.743787862, 349696.4783880224 4041025.3900878266, 349768.4316252692 4041069.589933564, 349817.25703625806 4041100.4270352414, 349863.51268877386 4041121.4990547206, 349910.79624467884 4041138.459460643, 349961.1635107516 4041139.4873640323, 350015.12843868666 4041134.861798781, 350070.121270011 4041132.805992002, 350136.421038617 4041140.001315727, 350195.52548349823 4041144.6268809787, 350487.96399773686 4041135.8897021706, 350527.3750063193 4041150.6557665747, 350574.7516000001 4041180.055499999, 350732.6050043759 4041226.3452004236, 350866.23244497704 4041316.800698677, 351003.9714991352 4041351.7494139113, 351029.5483990047 4041384.2332695625, 351080.1305131347 4041415.360724412, 351168.64921286225 4041454.2700429736, 351224.0949918125 4041462.051906686, 351304.34546134574 4041451.351844081)"
353,M01-017_48,M01-017,"48.Playa del Chaparral",1450.0274,12,S,29070,Mijas,"LINESTRING (352658.2681556678 4041428.6142110485, 352606.1053504712 4041476.7644927693, 352551.5661726532 4041488.846671703, 352489.9164569228 4041482.960353183, 352438.86069885036 4041471.342006834, 352428.27456140437 4041466.0911982884, 352418.2850401452 4041459.6722302553, 352405.0797666479 4041458.4438327206, 352392.1815925342 4041452.301845047, 352361.1645547846 4041443.0888635376, 352340.98337968107 4041427.2352261133, 352326.3357563845 4041420.296878236, 352307.0625678362 4041421.4532695487, 352282.0408757311 4041422.674747769, 352268.5496437473 4041417.278254975, 352250.047382741 4041415.6079119677, 352230.00326665083 4041411.1108346395, 352205.07660946174 4041405.4573659985, 352159.84886033525 4041402.2451679073, 352115.7775025216 4041375.9051435576, 352076.7773166482 4041355.954574146, 352036.1149898555 4041345.0680418806, 351989.8593373397 4041329.1355393473, 351953.3687670217 4041321.9402156225, 351912.04412770015 4041302.1510322406, 351880.9015774742 4041290.340754305)"
