# Playas rev. 1.5 (2024-03-124)
,Identificador,Tramo,Nombre,Longitud,Anchura,Direccion,ID_Municipio,Municipio,geometry
99,A05-005_12,A05-005,"12.Playa de Macenas",445.014523,26,W,04064,Mojácar,"LINESTRING (602241.2196376167 4103860.193225122, 602235.7939342475 4103985.888686509, 602260.2095994089 4104069.082804837, 602268.3481544625 4104175.788304432, 602261.1138833036 4104247.2267321264, 602250.2624765652 4104299.675198029)"
100,A05-005_13,A05-005,"13.Playa  de Bolmayor",1122.748791,35,W,04064,Mojácar,"LINESTRING (602248.9060507234 4104305.77911432, 602243.4803473542 4104416.1017494937, 602239.4110698273 4104450.0123955505, 602236.9242891163 4104501.7826485317, 602234.4375084055 4104550.3879078813, 602226.7510952991 4104639.912013472, 602221.32539193 4104703.211886113, 602209.5697012965 4104909.3886141437, 602209.5697012965 4105001.6255714204, 602198.7182945582 4105144.5024268096, 602193.2925911889 4105251.207926404, 602189.6754556095 4105310.8906634655, 602190.1275975568 4105356.5570001565, 602190.8058104779 4105385.0419428446, 602190.8058104779 4105400.1886980836, 602193.0665202151 4105412.848672612, 602196.9097267683 4105422.1175825344, 602198.718294558 4105424.6043632454)"
101,A05-005_14,A05-005,"14.Playa de la Mena",311.863564,62,W,04064,Mojácar,"LINESTRING (602206.2095840301 4105505.0450422117, 602196.4288544462 4105549.3028435786, 602199.8521098004 4105567.397193309, 602201.5637374775 4105610.676921718, 602200.5856645191 4105640.5081469486, 602203.5198833944 4105676.6968464092, 602207.921211707 4105707.0171081196, 602221.6142331244 4105761.7891937895, 602222.5923060828 4105778.416434082, 602228.9497803124 4105812.648987626)"
102,A05-005_15,A05-005,"15.Playa de la Venta del Bancal",319.489293,12,S,04064,Mojácar,"LINESTRING (602330.9750157851 4106327.7266593375, 602341.0002636086 4106344.1093813907, 602357.8720221409 4106360.247585204, 602384.2799920174 4106387.1445915597, 602395.0387945598 4106399.615021779, 602409.9544071752 4106420.6435903856, 602417.2899543631 4106439.471494835, 602423.8919468323 4106460.2555452003, 602426.5816474679 4106474.9266395764, 602429.2713481034 4106485.685442119, 602435.1397858538 4106495.7106899424, 602454.2122085425 4106515.0276308707, 602466.9271570016 4106524.0748057356, 602488.2002438466 4106534.100053559, 602510.6959218896 4106539.4794548308, 602524.1444250676 4106538.9904183513, 602538.0819647247 4106535.3226447576)"
103,A05-005_16,A05-005,"16.Playa de las Ventanicas",1488.880893,26,W,04064,Mojácar,"LINESTRING (602539.9158515211 4106592.4176537017, 602522.31053827 4106620.781769495, 602523.2886112285 4106654.0362500804, 602536.0035596875 4106700.983752083, 602556.5430918138 4106820.308653007, 602564.3676754809 4106873.12459276, 602565.3457484393 4106977.778399308, 602581.9729887318 4107040.3750686455, 602600.5563749413 4107109.818248691, 602611.3151774836 4107172.4149180283, 602622.073980026 4107227.187003698, 602639.679293277 4107311.301278121, 602658.2626794864 4107372.9198744996, 602663.1530442784 4107420.8454494607, 602681.7364304878 4107494.2009213404, 602684.6706493631 4107552.885298844, 602701.2978896557 4107594.942436055, 602726.7277865739 4107635.043427349, 602740.4208079914 4107656.5610324335, 602760.9603401175 4107692.749731894, 602811.8201339538 4107796.4254654837, 602856.8114900399 4107868.8028644044, 602903.7589920427 4107939.224117409, 602923.3204512106 4107995.9523489955)"
104,A05-005_17,A05-005,"17.Playa Cueva del Lobo",900.60507,30,S,04064,Mojácar,"LINESTRING (602924.7875606482 4108000.8427137868, 602934.0792537528 4108014.291216965, 602945.8161292536 4108026.7616471844, 602955.5968588375 4108041.1882233205, 602957.5530047544 4108054.6367264986, 602962.1988513066 4108075.665295103, 602983.7164563912 4108118.7005052725, 603005.2340614758 4108149.0207669823, 603036.5323961444 4108169.5602991087, 603069.7868767297 4108183.2533205263, 603116.7343787325 4108199.880560819, 603150.9669322763 4108213.5735822367, 603183.2433399033 4108278.126397491, 603205.7390179463 4108321.1616076604, 603238.9934985316 4108379.845985164, 603277.1383439089 4108407.2320279987, 603310.3928244943 4108426.7934871665, 603350.4938157884 4108432.661924917, 603401.3536096248 4108404.2978091235, 603410.1562662503 4108392.560933623)"
105,A05-006_18,A05-006,"18.Playa El Cantal",1000.01544,32,W,04064,Mojácar,"LINESTRING (603460.4047644881 4108431.317074598, 603464.8060928009 4108462.126372787, 603474.5868223849 4108481.9323501945, 603488.5243620416 4108523.500450926, 603503.1954564175 4108557.2439679904, 603524.2240250229 4108581.2067554714, 603567.7482716715 4108621.7967832447, 603598.5575698608 4108653.095117913, 603642.5708529884 4108703.4658752703, 603665.0665310315 4108727.9176992304, 603674.8472606154 4108750.4133772734, 603668.978822865 4108774.865201233, 603679.7376254073 4108851.1548919883, 603702.2333034503 4108916.6857802006, 603713.970178951 4108996.8877627887, 603739.4000758679 4109159.0033556414, 603751.1369513687 4109215.7315872284, 603764.8299727861 4109292.0212779827, 603764.8299727861 4109308.6485182755, 603779.501067162 4109342.8810718195)"
106,A05-006_19,A05-006,"19.Playa Piedra de Villazar",979.74776,47,W,04064,Mojácar,"LINESTRING (603779.5010671619 4109343.859144779, 603783.9023954747 4109359.019275634, 603793.1940885795 4109374.1794064892, 603816.6678395809 4109404.499668199, 603831.827970436 4109428.4624556797, 603845.5209918534 4109472.9647752866, 603866.5495604589 4109522.8464961643, 603866.0605239797 4109543.3860282907, 603866.0605239797 4109610.3840259407, 603876.3302900428 4109660.2657468184, 603890.5123479395 4109722.3733796766, 603902.2492234403 4109774.2112464714, 603902.2492234403 4109839.7421346838, 603909.095734149 4109907.2291688127, 603923.7668285249 4109969.82583815, 603931.591412192 4110034.378653404, 603936.481776984 4110106.756052325, 603949.196725443 4110188.9141808297, 603955.0651631934 4110248.576631292, 603963.8678198189 4110292.589914419)"
107,A05-006_20,A05-006,"20.Playa del Descargador",1089.144215,51,W,04064,Mojácar,"LINESTRING (603964.8458927769 4110293.078950897, 603968.2691481313 4110310.6842641477, 603987.830607299 4110335.1360881077, 604008.3701394253 4110364.4782768595, 604024.0193067597 4110416.805180133, 604026.9535256348 4110443.7021864885, 604025.9754526764 4110483.8031777823, 604027.8704690334 4110527.755331349, 604029.8266149501 4110556.608483622, 604034.2279432629 4110578.615125186, 604035.6950527005 4110603.555985625, 604036.6731256589 4110606.6124636186, 604040.5854174924 4110620.7945215153, 604042.5415634094 4110638.8888712456, 604047.9209646806 4110650.136710267, 604050.3661470766 4110660.8955128095, 604059.168803702 4110681.435044936, 604066.2598326504 4110691.4602927594, 604082.3980364639 4110699.2848764267, 604086.3103282974 4110705.8868688955, 604091.9342478084 4110723.9812186267, 604095.3575031627 4110737.185203565, 604099.7588314755 4110759.191845128, 604100.9814226733 4110789.512106838, 604100.2478679545 4110799.781872901, 604102.2040138713 4110830.346652851, 604103.6711233088 4110844.5287107476, 604102.2040138713 4110862.8675787174, 604103.1820868297 4110868.9805347077, 604104.4046780277 4110879.9838554896, 604107.3388969027 4110912.015744877, 604114.6744440907 4110952.6057726503, 604118.5867359242 4111007.3778583203, 604120.0538453619 4111039.165229468, 604123.4771007162 4111063.1280169487, 604128.3674655084 4111102.739971763, 604145.48374228 4111171.694115329, 604155.264471864 4111220.5977632487, 604161.1329096144 4111242.1153683336, 604167.979420323 4111263.143936939, 604180.205332303 4111276.8369583567, 604200.2558279501 4111288.084797378, 604218.8392141595 4111298.84359992, 604231.0651261394 4111303.7339647124)"
108,A05-006_21,A05-006,"21.Playa de la Rumina",1437.974532,34,W,04064,Mojácar,"LINESTRING (604234.2438632534 4111305.201074149, 604268.4764167971 4111342.3678465676, 604295.8624596322 4111393.227640404, 604317.3800647168 4111457.780455658, 604327.1607943007 4111503.749884703, 604332.0511590927 4111548.741240789, 604335.9634509262 4111571.236918832, 604353.5687641774 4111637.745880003, 604350.634545302 4111703.2767682155, 604360.415274886 4111741.4216135927, 604366.2837126363 4111776.632240095, 604384.8670988458 4111801.084064055, 604394.6478284297 4111813.799012514, 604397.5820473048 4111839.228909432, 604400.51626618 4111881.286046643, 604402.4724120969 4111937.0362052713, 604406.3847039306 4111972.2468317733, 604415.1873605561 4112013.3258960256, 604427.9023090152 4112039.7338659023, 604434.748819724 4112054.4049602784, 604445.5076222661 4112093.527878614, 604442.5734033909 4112135.585015825, 604441.5953304325 4112169.817569369, 604450.397987058 4112204.0501229125, 604466.0471543923 4112268.6029381664, 604475.8278839763 4112298.9231998767, 604494.4112701856 4112338.0461182115, 604502.2358538528 4112410.423517132, 604508.1042916031 4112461.283310969, 604498.3235620192 4112500.4062293046, 604488.5428324352 4112564.9590445594, 604474.8498110177 4112602.125816978, 604472.893665101 4112658.854048565, 604474.8498110177 4112682.327799566)"
109,A05-006_22,A05-006,"22.Playa Marina de la Torre o Playa Vista de Los Ángeles",2113.943964,31,W,04064,Mojácar,"LINESTRING (604470.937519184 4112680.860690127, 604459.2006436832 4112763.9968915903, 604466.047154392 4112834.4181445944, 604459.2006436832 4112897.99288689, 604462.1348625585 4113003.6247663964, 604464.0910084752 4113055.462633191, 604458.2225707249 4113116.103156612, 604457.2444977665 4113228.5815468268, 604458.2225707249 4113285.3097784137, 604459.2006436832 4113381.160928336, 604461.1567895999 4113448.647962465, 604459.2006436833 4113533.740309845, 604452.3541329745 4113574.819374098, 604454.3102788914 4113617.854584267, 604449.4199140994 4113673.6047428953, 604439.6391845153 4113738.157558149, 604447.4637681826 4113780.21469536, 604458.2225707248 4113813.4691759455, 604448.4418411409 4113842.8113646973, 604440.6172574738 4113879.000064158, 604436.7049656402 4113923.991420244, 604436.7049656402 4113986.588089581, 604436.7049656402 4114052.1189777935, 604438.6611115569 4114099.066479796, 604440.6172574736 4114253.602007223, 604442.5734033905 4114388.576075481, 604460.1787166415 4114464.8657662356, 604481.6963217262 4114548.9800406573, 604487.5647594765 4114588.102958993, 604538.424553313 4114611.5767099946, 604591.2404930661 4114623.313585495, 604669.4863297375 4114648.7434824132)"
110,A05-006_23,A05-006,"23.Playa de la Garrucha",1002.293102,39,W,04049,Garrucha,"LINESTRING (604584.8830188357 4114661.947467352, 604569.2338515014 4114703.026531604, 604563.365413751 4114773.447784608, 604566.2996326262 4114882.9919559485, 604581.9487999604 4114938.7421145765, 604588.7953106693 4114976.886959954, 604582.926872919 4115051.220504792, 604584.8830188357 4115119.6856118795, 604593.6856754613 4115209.668324052, 604622.0497912547 4115268.3527015555, 604668.9972932575 4115341.7081734347, 604684.6464605918 4115374.96265402, 604706.1640656762 4115461.033074358, 604745.2869840119 4115523.629743695, 604800.0590696818 4115564.7088079476, 604819.6205288497 4115584.2702671154)"
111,A05-008_24,A05-008,"24.Playa de las Marinas",1529.604581,200,W,04100,Vera,"LINESTRING (605062.4271407708 4116284.081468845, 605126.9799560247 4116396.55985906, 605167.0809473188 4116460.1346013555, 605182.730114653 4116549.1392405694, 605215.9845952383 4116627.385077241, 605262.9320972414 4116755.512634789, 605286.4058482428 4116813.2189393346, 605304.9892344523 4116849.407638795, 605315.7480369946 4116899.289359673, 605341.1779339128 4117018.6142605967, 605366.607830831 4117085.123221767, 605384.2131440821 4117200.535830858, 605396.9280925412 4117264.1105731535, 605419.4237705842 4117337.4660450327, 605452.6782511693 4117445.054070456, 605474.1958562538 4117542.8613662953, 605489.8450235882 4117607.414181549, 605497.6696072553 4117630.8879325506, 605513.3187745896 4117693.4846018874, 605528.9679419239 4117728.69522839)"
112,A05-008_25,A05-008,"25.Playa de Puerto Rey",2173.181781,82,W,04100,Vera,"LINESTRING (605528.2343872059 4117744.833432204, 605557.5765759577 4117940.4480238827, 605594.7433483766 4118134.1064696447, 605622.1293912117 4118241.6944950675, 605655.3838717968 4118359.0632500746, 605702.3313737997 4118531.2040907517, 605739.4981462186 4118666.1781590097, 605788.4017941384 4118820.713686436, 605843.1738798083 4118977.205359779, 605901.8582573119 4119166.9515137067, 605958.5864888986 4119301.925581965, 606050.5253469875 4119569.9175725644, 606097.4728489904 4119697.0670571555, 606146.37649691 4119822.2603958296)"
113,A05-008_26,A05-008,"26.Playa El Playazo",870.483462,42,W,04100,Vera,"LINESTRING (606149.7997522646 4119825.683651184, 606216.3087134353 4120025.210534696, 606308.2475715242 4120226.693564125, 606345.4143439429 4120334.2815895486, 606411.9233051137 4120490.7732628915, 606458.8708071165 4120567.062953646, 606521.4674764536 4120584.668266897)"
114,A05-008_27,A05-008,"27.Playa de Quitapellejos o Playa Palomares",1791.499783,48,S,04035,Cuevas del Almanzora,"LINESTRING (606522.6900676516 4120585.8908580937, 606527.0913959643 4120599.094843032, 606525.6242865267 4120615.2330468455, 606541.7624903402 4120650.4436733476, 606563.769131904 4120693.967919996, 606580.3963721967 4120730.6456559356, 606590.6661382598 4120782.48352273, 606620.4973634908 4120835.2994624833, 606643.4820780131 4120896.4290223834, 606663.5325736601 4120954.624363408, 606682.1159598695 4120988.367880472, 606687.4953611406 4120999.1266830144, 606708.5239297462 4121049.9864768507, 606730.0415348308 4121080.79577504, 606737.866118498 4121088.1313222283, 606762.3179424579 4121102.313380124, 606758.8946871035 4121113.5612191455, 606763.7850518954 4121128.7213500007, 606777.4780733129 4121150.7279915647, 606833.2282319411 4121268.58578305, 606858.6581288594 4121306.730628427, 606912.4521415709 4121359.5465681804, 606955.4873517401 4121410.4063620167, 606995.5883430343 4121443.660842602, 607041.5577720788 4121490.6083446047, 607081.6587633728 4121524.8408981487, 607158.9265270858 4121557.1173057756, 607198.0494454216 4121568.854181276, 607308.5716897199 4121589.3937134026, 607384.8613804745 4121577.656837902, 607450.3922686868 4121570.8103271932, 607590.256701737 4121547.3365761917, 607638.1822766982 4121534.6216277326, 607680.239413909 4121525.8189711072, 607734.0334266206 4121524.8408981487)"
115,A05-009_28,A05-009,"28.Playa de la Fábrica del Duro",1731.612319,18,S,04035,Cuevas del Almanzora,"LINESTRING (607736.4786090157 4121525.3299346254, 607796.1410594776 4121538.5339195635, 607847.9789262724 4121581.569129733, 607873.8978596698 4121627.049522298, 607913.9988509639 4121678.398352613, 607940.8958573197 4121724.8568181368, 607976.1064838218 4121784.0302321203, 608013.2732562406 4121827.5544787687, 608042.6154449924 4121860.3199228747, 608068.0453419107 4121884.7717468347, 608092.9862023497 4121893.085366981, 608124.2845370182 4121885.260783314, 608147.2692515404 4121885.260783314, 608176.6114402921 4121901.888023606, 608219.6466504614 4121926.828884045, 608281.7542833197 4121963.9956564633, 608325.7675664473 4121994.3159181736, 608374.6712143669 4122005.074720716, 608419.662570453 4122000.184355924, 608450.9609051215 4122002.140501841, 608483.2373127486 4122018.7677421332, 608520.4040851675 4122057.890660469, 608548.7682009608 4122077.452119637, 608585.9349733797 4122102.882016555, 608637.7728401745 4122142.0049348907, 608674.9396125934 4122166.4567588507, 608700.3695095116 4122201.667385353, 608726.7774793883 4122214.382333812, 608742.4266467225 4122243.7245225636, 608738.5143548889 4122269.1544194818, 608713.0844579707 4122299.474681192, 608709.1721661371 4122323.9265051517, 608721.8871145963 4122343.4879643195, 608731.6678441803 4122368.9178612377, 608732.6459171384 4122399.238122948, 608699.3914365531 4122439.339114242, 608687.6545610524 4122457.9225004516, 608672.9834666766 4122503.891929496, 608675.9176855517 4122555.729796291, 608678.8519044269 4122579.203547292, 608688.6326340109 4122608.5457360437, 608698.4133635948 4122630.0633411286)"
116,A05-009_29,A05-009,"29.Playa de Villaricos",300.333331,34,S,04035,Cuevas del Almanzora,"LINESTRING (608698.2911044752 4122629.6965637663, 608713.6957535698 4122644.1231399025, 608716.1409359658 4122659.2832707576, 608719.3196730806 4122680.0673211236, 608725.188110831 4122694.0048607807, 608746.9502341552 4122707.942400438, 608774.5807952298 4122730.9271149603, 608766.7562115625 4122751.9556835657, 608768.7123574794 4122768.5829238584, 608779.4711600217 4122797.92511261, 608790.7189990432 4122811.618134028, 608799.5216556687 4122824.333082487, 608818.5940783574 4122844.383578134, 608837.1774645669 4122852.208161801, 608849.892413026 4122854.1643077177, 608851.3595224635 4122854.6533441967)"
117,A05-009_30,A05-009,"30.Playa Cala Verde",485.500701,20,W,04035,Cuevas del Almanzora,"LINESTRING (609045.1402273442 4123081.4440114214, 609052.7202927718 4123102.472580027, 609062.0119858765 4123122.7675939132, 609078.6392261692 4123144.285198998, 609090.3761016699 4123154.3104468216, 609107.4923784417 4123164.0911764055, 609120.6963633801 4123170.2041323953, 609123.6305822552 4123181.2074531773, 609122.8970275364 4123191.4772192407, 609127.0538376096 4123214.7064520023, 609134.1448665579 4123226.687845743, 609149.7940338922 4123238.180203004, 609155.1734351633 4123246.7383413897, 609149.7940338922 4123261.409435766, 609150.527588611 4123281.704449652, 609156.640544601 4123292.707770434, 609162.9980188305 4123300.0433176225, 609166.1767559453 4123303.222054737, 609167.3993471434 4123307.8679012894, 609169.3554930601 4123317.893149113, 609180.6033320816 4123332.3197252494, 609187.2053245506 4123342.3449730724, 609195.7634629366 4123355.548958011, 609206.7667837185 4123366.7967970325, 609218.2591409796 4123380.7343366896, 609228.0398705634 4123384.8911467628, 609236.842527189 4123390.270548034)"
118,A05-011_31,A05-011,"31.Cala de la Dolores",416.028844,14,S,04035,Cuevas del Almanzora,"LINESTRING (609539.3115895714 4123691.639278336, 609527.5747140707 4123730.7621966717, 609562.7853405728 4123768.907042049, 609603.8644048253 4123784.556209383, 609616.5793532843 4123788.4685012167, 609632.2285206186 4123822.7010547607, 609642.987323161 4123825.635273636, 609647.6331697134 4123827.346901313, 609654.7241986617 4123839.0837768135, 609651.545461547 4123850.5761340745, 609648.1222061922 4123882.118986983, 609644.6989508378 4123902.6585191092, 609646.6550967548 4123918.7967229225, 609647.6331697133 4123942.759510404, 609650.8119068281 4123958.408677738, 609655.2132351409 4123972.590735635, 609657.413899297 4123986.039238813, 609663.0378188078 4123997.2870778344, 609671.5959571938 4124005.356179741, 609682.354759736 4124012.4472086895, 609691.1574163616 4124015.3814275647, 609693.8471169971 4124016.114982283)"
119,A05-011_32,A05-011,"32.Cala de la Cueva",238.051788,13,W,04035,Cuevas del Almanzora,"LINESTRING (609795.1387977501 4124124.4365624245, 609782.423849291 4124143.0199486343, 609768.7308278736 4124172.851173865, 609764.3294995608 4124209.5289098048, 609768.7308278736 4124247.184718703, 609780.9567398535 4124290.7089653513, 609799.5401260629 4124311.7375339568, 609809.3208556469 4124330.3209201666, 609819.5906217099 4124339.1235767924)"
120,A05-011_33,A05-011,"33.Cala de la Invencible",505.679244,8,W,04035,Cuevas del Almanzora,"LINESTRING (609912.0185162782 4124470.7966488134, 609916.4198445911 4124502.094983482, 609929.1347930501 4124551.487667881, 609944.2949239052 4124597.9461334045, 609961.9002371563 4124637.06905174, 609989.2862799913 4124672.2796782423, 609995.1547177417 4124698.687648119, 610008.8477391591 4124716.29296137, 610022.5407605766 4124743.189967726, 610031.8324536813 4124767.1527552065, 610044.0583656612 4124782.3128860616, 610066.5540437043 4124803.341454667, 610078.2909192049 4124811.6550748134, 610087.3380940701 4124819.72417672, 610093.8178274194 4124823.758727673)"
121,A05-001_01,A05-001,"01.Playa de Los Muertos",839.945541,68,W,04032,Carboneras,"LINESTRING (598175.2265087981 4089882.1859979387, 598169.4627553468 4089940.9762831414, 598147.5604922321 4089992.850064202, 598130.2692318785 4090071.237111139, 598112.9779715247 4090163.457166359, 598100.297713932 4090215.33094742, 598080.7009521978 4090309.8565040203, 598070.3261959855 4090377.8687947453, 598047.2711821806 4090479.310855487, 598026.5216697562 4090581.9056669185, 598013.8414121635 4090643.0014535016, 598000.0084038805 4090701.7917387043)"
122,A05-001_02,A05-001,"02.Playa de Las Salinicas",172.825962,44,W,04032,Carboneras,"LINESTRING (597994.5328381018 4090796.317295305, 597988.7690846507 4090848.7674517115, 597976.0888270579 4090927.7308739936, 597971.4778242969 4090967.5007728073)"
123,A05-001_03,A05-001,"03.Playa del Corral",255.38044,83,W,04032,Carboneras,"LINESTRING (597958.2211913591 4091157.7046366986, 597975.5124517127 4091241.855437087, 597990.498210686 4091328.311738855, 598003.1784682787 4091381.338270607, 598029.6917341545 4091387.102024058)"
124,A06-001_01,A06-001,"01.Cala El Mal Paso",72.23998,13,S,04035,Cuevas del Almanzora,"LINESTRING (611258.3704677842 4126121.857869568, 611266.7279102885 4126134.5381271606, 611275.6617281379 4126146.3538217354, 611290.0711117658 4126157.881328638, 611303.6159323762 4126163.645082089, 611312.5497502256 4126165.086020452)"
125,A06-001_02,A06-001,"02.Cala Peñón Cortado",52.994895,6,S,04035,Cuevas del Almanzora,"LINESTRING (612223.7631474035 4126920.714097904, 612230.1032761998 4126925.613288338, 612240.1898447394 4126931.377041789, 612248.4031934075 4126939.0140151116, 612256.4724482391 4126941.607704165, 612266.8472044513 4126944.201393218, 612269.4408935043 4126945.6423315806)"
126,A06-001_03,A06-001,"03.Cala Conchas",46.408473,9,S,04035,Cuevas del Almanzora,"LINESTRING (612344.9460637148 4127063.727230414, 612353.3035062191 4127072.3728605905, 612365.1192007941 4127081.30667844, 612380.9695227849 4127086.494056546, 612383.2750241654 4127084.7649305104)"
127,A06-001_04,A06-001,"04.Cala del Embarcadero Viejo",96.919164,25,W,04035,Cuevas del Almanzora,"LINESTRING (612457.9156313584 4127218.700151332, 612453.8810039426 4127235.126848668, 612452.7282532523 4127254.4354227297, 612456.7628806682 4127274.8967474815, 612468.2903875706 4127290.747069472, 612482.1233958534 4127305.444640773)"
128,A06-001_05,A06-001,"05.Cala del Pirata",91.526243,6,W,04035,Cuevas del Almanzora,"LINESTRING (612946.9701116937 4127767.8417613953, 612956.7684925608 4127789.74402451, 612968.8723748084 4127814.5281643504, 612982.9935707639 4127831.5312370313, 612993.0801393035 4127846.228808332)"
129,A06-001_06,A06-001,"06.Cala Infalible",50.053639,7,W,04035,Cuevas del Almanzora,"LINESTRING (613146.6121218598 4128031.3893879503, 613143.1538697891 4128045.5105839055, 613138.8310547007 4128063.3782196045, 613148.9176232403 4128077.2112278873)"
130,A06-001_07,A06-001,"07.Cala Fragua",74.931275,6,W,04035,Cuevas del Almanzora,"LINESTRING (613194.2351347507 4128191.477640058, 613205.186266308 4128220.296407314, 613224.206652697 4128243.927796464, 613235.7341595994 4128251.4206759506)"
131,A06-001_08,A06-001,"08.Cala Cristal",108.740935,5,S,04035,Cuevas del Almanzora,"LINESTRING (613784.5875819906 4128842.061310864, 613786.1726141897 4128853.44472393, 613794.2418690213 4128871.8887349744, 613807.0662204503 4128884.568992567, 613818.7378211891 4128893.358716579, 613833.8676739986 4128900.5634083934, 613842.6573980117 4128904.7421296453, 613853.7526234052 4128904.021660464, 613860.2368460378 4128901.8602529196)"
132,A06-002_09,A06-002,"09.Cala Mochuelas",300.539054,12,W,04035,Cuevas del Almanzora,"LINESTRING (614137.0411055317 4129086.012175685, 614145.6867357086 4129101.8624976757, 614158.9433686464 4129119.441945702, 614171.623626239 4129151.4307773565, 614186.8975728848 4129168.4338500374, 614199.5778304774 4129182.555045993, 614211.9699003976 4129197.8289926387, 614227.5320347159 4129215.6966283373, 614243.6705443793 4129242.209894213, 614260.3854293878 4129259.212966894, 614286.6105075908 4129286.0144204423, 614299.8671405285 4129296.3891766546, 614321.4812159708 4129311.6631233, 614326.3804064044 4129313.1040616627)"
133,A06-002_10,A06-002,"10.Cala Dos Hermanas",96.917288,12,W,04035,Cuevas del Almanzora,"LINESTRING (614516.1519887855 4129489.3308234336, 614516.7283641306 4129508.3512098226, 614529.6968093959 4129531.4062236277, 614536.6133135373 4129550.138422344, 614550.4463218203 4129566.2769320076, 614559.3801396696 4129571.176122441)"
134,A06-002_11,A06-002,"11.Playa El Calón",130.598465,42,W,04035,Cuevas del Almanzora,"LINESTRING (614656.5714322404 4129982.564025021, 614657.7241829307 4129992.3624058883, 614662.3351856916 4130006.6276956797, 614668.3871268154 4130023.054393016, 614675.7359124656 4130039.192902679, 614680.3469152267 4130049.9999404005, 614692.5816889794 4130084.9965743916, 614697.6324623447 4130101.3550751503, 614698.6269409894 4130105.7712168647)"
135,A06-002_12,A06-002,"12.Cala del Cabezo Negro 1",115.984903,7,W,04035,Cuevas del Almanzora,"LINESTRING (614896.0553881373 4130471.330317683, 614900.6663908983 4130485.4515136387, 614907.4388012035 4130506.9214952444, 614912.7702731458 4130520.6104096905, 614919.5426834511 4130536.8930131905, 614931.358378026 4130563.9826544113, 614940.2921958754 4130578.103850367)"
136,A06-002_14,A06-002,"14.Cala Panizo",228.372813,30,W,04035,Cuevas del Almanzora,"LINESTRING (615238.5664369757 4131237.765432856, 615232.2263081793 4131267.7369508026, 615234.5318095598 4131297.7084687487, 615250.6703192232 4131347.8531237743, 615268.537954922 4131375.5191403404, 615286.9819659658 4131391.6576500037, 615312.3424811512 4131403.185156906, 615335.9738703012 4131406.6434089765, 615341.7376237524 4131406.6434089765)"
137,A06-002_15,A06-002,"15.Playa Pozo el Esparto",1419.311544,13,W,04035,Cuevas del Almanzora,"LINESTRING (615575.4578261987 4131858.8098672256, 615596.7837139681 4131910.107272941, 615630.2134839853 4131998.86907609, 615637.1299881267 4132040.9444762836, 615658.4558758962 4132112.4150190786, 615663.0668786571 4132149.879416512, 615691.8856459134 4132250.7451019078, 615704.565903506 4132300.313381588, 615730.5027940363 4132399.449940949, 615755.8633092217 4132461.6984782224, 615804.2788382119 4132530.2871442917, 615823.875599946 4132572.9389198306, 615852.117991857 4132600.6049363962, 615874.0202549716 4132658.2424709084, 615898.2280194666 4132703.776123173, 615928.1995374131 4132793.1143016666, 615950.1018005278 4132844.988082728, 615970.8513129521 4132887.0634829216, 615986.4134472704 4132908.9657460363, 616001.3992062436 4132949.88839554, 616011.7739624557 4132979.859913486, 616015.3763083626 4133030.148662347, 616029.7856919906 4133058.3910542578, 616047.0769523442 4133099.6018914343, 616057.7398962289 4133125.250594292, 616067.2500894234 4133156.0866752565, 616073.8784058923 4133172.5133725926)"
138,A06-003_16,A06-003,"16.Playa de los Nardos",328.88612,37,W,04075,Pulpí,"LINESTRING (616317.727987334 4133422.101144263, 616405.078088582 4133649.536017601, 616409.9772790155 4133660.3430553223, 616414.1560002676 4133670.5737176985, 616419.3433783738 4133679.651629384, 616427.5567270418 4133696.366514393, 616433.8968558377 4133705.73261375, 616437.0669202359 4133710.3436165107, 616440.2369846341 4133718.2687775064, 616443.4070490322 4133725.329375484)"
139,A06-004_18,A06-004,"18.Playa Calipso o Playa El Cipotón",575.933384,45,S,04075,Pulpí,"LINESTRING (617155.9870928949 4134826.0621908274, 617187.1113615313 4134861.797462225, 617228.6103863801 4134897.5327336225, 617271.262161919 4134932.11525433, 617356.565712997 4134977.0725312494, 617368.0932198995 4134995.516542293, 617379.6207268019 4135039.3210685225, 617407.2867433677 4135075.05633992, 617458.0077737384 4135121.16636753, 617504.1178013481 4135168.4291458298, 617537.5475713651 4135197.247913086, 617562.9080865504 4135215.6919241296)"
140,A06-004_19,A06-004,"19.Playa Mar Serena",464.832835,50,S,04075,Pulpí,"LINESTRING (617574.7237811253 4135223.76117896, 617590.2859154436 4135245.663442075, 617610.4590525228 4135266.1247668266, 617633.5140663276 4135281.975088817, 617657.1454554776 4135293.214408047, 617682.2177829904 4135305.6064779675, 617707.2901105032 4135318.28673556, 617737.8380037947 4135330.6788054802, 617765.5040203604 4135337.5953096217, 617798.3574150323 4135346.8173151435, 617849.9430084208 4135356.3275083383, 617896.0530360304 4135356.0393206654, 617938.1284362243 4135351.716505577, 617958.8779486486 4135339.6126233293, 617960.0306993389 4135317.1339848693, 617951.6732568346 4135303.5891642594)"
141,A06-005_20,A06-005,"20.Playa Mar Rabiosa",285.950784,43,S,04075,Pulpí,"LINESTRING (617982.5093377982 4135355.462945321, 618015.9391078153 4135387.7399646477, 618068.9656395664 4135405.0312250014, 618134.6724289103 4135415.4059812133, 618200.3792182541 4135418.8642332843, 618231.5034868906 4135415.4059812133, 618244.7601198284 4135400.42022224)"
